kp_x_0,kp_y_0,kp_x_1,kp_y_1,kp_x_2,kp_y_2,kp_x_3,kp_y_3,kp_x_4,kp_y_4,kp_x_5,kp_y_5,kp_x_6,kp_y_6,kp_x_7,kp_y_7,kp_x_8,kp_y_8,kp_x_9,kp_y_9,kp_x_10,kp_y_10,kp_x_11,kp_y_11,kp_x_12,kp_y_12,kp_x_13,kp_y_13,kp_x_14,kp_y_14,kp_x_15,kp_y_15,kp_x_16,kp_y_16,angle_0_norm,angle_1_norm,angle_2_norm,angle_3_norm,angle_4_norm,angle_5_norm,angle_6_norm,angle_7_norm,movement_score,body_ratio_0,body_ratio_1,body_ratio_2,body_ratio_3,label
0.5169756412506104,0.18864798545837402,0.5037335157394409,0.14751358330249786,0.5537736415863037,0.15360896289348602,0.4394301474094391,0.15832774341106415,0.5738765001296997,0.15594784915447235,0.3336273729801178,0.26867881417274475,0.7383357286453247,0.39099499583244324,0.22095099091529846,0.19951598346233368,0.7724977135658264,0.5724349617958069,0.05794914439320564,0.10468614846467972,0.8288321495056152,0.722472071647644,0.415897935628891,0.6503337621688843,0.675277590751648,0.6519806981086731,0.3176760673522949,0.8377526998519897,0.7392944693565369,0.7870765328407288,0.24222442507743835,0.9791256785392761,0.8422239422798157,0.9696894288063049,0.9924300909042358,0.9449011087417603,0.7428163290023804,0.1347023844718933,0.9974865317344666,0.9774677753448486,0.6516339778900146,0.5634243488311768,0.0,0.34971436858177185,0.5088547468185425,0.4828106164932251,0.4951968789100647,0.0
0.5484112501144409,0.1613466441631317,0.5012796521186829,0.14665254950523376,0.5900635719299316,0.17372900247573853,0.4805373251438141,0.16008062660694122,0.5892876386642456,0.1941407173871994,0.3422059416770935,0.23946796357631683,0.7630929350852966,0.3866184949874878,0.24064067006111145,0.15636932849884033,0.792702317237854,0.5932897329330444,0.06717019528150558,0.057753827422857285,0.8555352091789246,0.7751143574714661,0.389758437871933,0.6211838722229004,0.6822938323020935,0.6590274572372437,0.28954043984413147,0.8249569535255432,0.7395303249359131,0.7914919257164001,0.21635374426841736,0.9735655188560486,0.8118876218795776,0.9577995538711548,0.9462606906890869,0.9393826723098755,0.7577236890792847,0.13707922399044037,0.9992465376853943,0.9988111853599548,0.604541003704071,0.5758233666419983,0.0,0.35642844438552856,0.5466791391372681,0.4521941840648651,0.5083116292953491,0.0
0.5678817629814148,0.2060341238975525,0.5149250626564026,0.18429073691368103,0.6024454832077026,0.1930127739906311,0.5301911234855652,0.18588219583034515,0.6138148307800293,0.24115921556949615,0.38063448667526245,0.21856695413589478,0.770363450050354,0.49112382531166077,0.2668352723121643,0.17805016040802002,0.8044712543487549,0.5689831376075745,0.14150536060333252,0.09922618418931961,0.8183616399765015,0.7291340231895447,0.4059525430202484,0.630571186542511,0.6414806246757507,0.6347655653953552,0.28597646951675415,0.7921391725540161,0.7312769889831543,0.824217677116394,0.1859292834997177,0.9512505531311035,0.7945337295532227,0.9618216753005981,0.930161714553833,0.8961057066917419,0.6284112930297852,0.3642057180404663,0.9753475785255432,0.9961785078048706,0.6976458430290222,0.5017374753952026,0.0,0.3866223990917206,0.5185372829437256,0.5239705443382263,0.5258911848068237,0.0
0.6324588656425476,0.17073751986026764,0.5852457284927368,0.12206186354160309,0.6552243232727051,0.16764310002326965,0.5818909406661987,0.10924892872571945,0.6931790113449097,0.13116244971752167,0.38094642758369446,0.19488994777202606,0.7788327932357788,0.47442254424095154,0.2563188672065735,0.07623516768217087,0.8371731042861938,0.617251455783844,0.18404731154441833,0.0,0.7942566275596619,0.7864620685577393,0.41456925868988037,0.6039775013923645,0.6919216513633728,0.6948407292366028,0.2782544195652008,0.7696431875228882,0.6889668107032776,0.8923549056053162,0.17454050481319427,0.9243131279945374,0.7411870360374451,1.0,0.9836578369140625,0.7974990010261536,0.76828932762146,0.24298737943172455,0.9688542485237122,0.851465106010437,0.6183849573135376,0.5043702721595764,0.0,0.3749970495700836,0.5642625689506531,0.4699892997741699,0.513322114944458,0.0
0.5515874624252319,0.26185426115989685,0.5358037352561951,0.23310700058937073,0.5916538834571838,0.22391965985298157,0.46733546257019043,0.20099472999572754,0.5940502882003784,0.2191394567489624,0.34884923696517944,0.2812211513519287,0.7401186227798462,0.4567376971244812,0.28354185819625854,0.19307684898376465,0.7940561771392822,0.5987268686294556,0.16213344037532806,0.11282088607549667,0.7837367057800293,0.7110041975975037,0.439405620098114,0.6251916289329529,0.6293478608131409,0.6443616151809692,0.30273309350013733,0.7567039728164673,0.6745688915252686,0.8016796708106995,0.2525261640548706,0.9050896763801575,0.759338915348053,0.9344916939735413,0.8888922929763794,0.8552647233009338,0.8789656162261963,0.28531956672668457,0.847726583480835,0.9082645177841187,0.7241058945655823,0.4483737051486969,0.0,0.3940206468105316,0.5142338275909424,0.49357903003692627,0.5050535798072815,0.0
0.5559293627738953,0.13865652680397034,0.5517865419387817,0.1649453341960907,0.631890058517456,0.020008161664009094,0.44223320484161377,0.010317853651940823,0.49266427755355835,0.18759749829769135,0.4167245626449585,0.16772164404392242,0.8584660291671753,0.41719916462898254,0.24097366631031036,0.04536772519350052,0.9272066950798035,0.5759360790252686,0.10446402430534363,0.04400445893406868,0.9070789217948914,0.6956978440284729,0.3917109966278076,0.6420897245407104,0.7182987332344055,0.6992310881614685,0.12944205105304718,0.8203245401382446,0.6884525418281555,0.8808033466339111,0.05832284316420555,0.9637207388877869,0.8738704323768616,0.994965672492981,0.809594988822937,0.8169131875038147,0.6768128871917725,0.2768998146057129,0.8365502953529358,0.6238114833831787,0.7548671960830688,0.5822888016700745,0.0,0.3750172257423401,0.5809411406517029,0.5429739356040955,0.5412952303886414,1.0
0.43143385648727417,0.17626161873340607,0.4855426549911499,0.10669767111539841,0.5697707533836365,0.2746284604072571,0.43226882815361023,0.21883900463581085,0.44174066185951233,0.18784838914871216,0.33742669224739075,0.3228232264518738,0.6712517738342285,0.3648410141468048,0.22406795620918274,0.16680997610092163,0.7645854949951172,0.5424977540969849,0.0,0.09887365996837616,0.8493005037307739,0.6575058698654175,0.4043833315372467,0.584489107131958,0.6179547905921936,0.5696836113929749,0.2844153940677643,0.8465036153793335,0.8286853432655334,0.8456522226333618,0.32677122950553894,1.0,0.8084728121757507,0.9034816026687622,0.7937160730361938,0.9518830180168152,0.8797270655632019,0.2349996119737625,0.7776222825050354,0.6853821873664856,0.6587057709693909,0.7387213706970215,0.0,0.299392431974411,0.5237633585929871,0.5417441725730896,0.49658507108688354,1.0
0.6372735500335693,0.12513472139835358,0.6382269263267517,0.08072120696306229,0.6743608713150024,0.1590915471315384,0.44166284799575806,0.13512039184570312,0.6048955321311951,0.11981559544801712,0.32519814372062683,0.14998435974121094,0.8333237767219543,0.4507012963294983,0.22362057864665985,0.06343391537666321,0.6780422925949097,0.5715168118476868,0.09704695641994476,0.03320879116654396,0.8113487362861633,0.6549563407897949,0.4322394132614136,0.4671659767627716,0.5135995745658875,0.6879466772079468,0.32072368264198303,0.7959485054016113,0.7271955013275146,0.7611358165740967,0.1885756254196167,0.9938775300979614,0.8053221702575684,1.0,0.8499816060066223,0.38848814368247986,0.8282286524772644,0.007281936705112457,0.9167018532752991,0.7056984305381775,0.216473788022995,0.42169100046157837,0.0,0.40071627497673035,0.576011598110199,0.555081307888031,0.5531707406044006,1.0
0.6261308193206787,0.24800145626068115,0.46189743280410767,0.23381000757217407,0.5811935067176819,0.26668184995651245,0.5136465430259705,0.2171548753976822,0.6972367167472839,0.25146979093551636,0.393806129693985,0.2847086787223816,0.7035182118415833,0.5767015218734741,0.26716509461402893,0.20798423886299133,0.7715082168579102,0.5945166349411011,0.2804155647754669,0.23397448658943176,0.6844819784164429,0.6722018718719482,0.443633496761322,0.688984215259552,0.7078767418861389,0.7086265683174133,0.3677418828010559,0.7849594950675964,0.5453457236289978,0.8432251811027527,0.24551953375339508,0.9986765384674072,0.7359457612037659,1.0,0.1765517145395279,0.3135415315628052,0.7124193906784058,0.4079170525074005,0.9523811340332031,0.4392666220664978,0.6893528699874878,0.5108453631401062,0.0,0.3579651713371277,0.556723952293396,0.5605676770210266,0.4864535331726074,1.0
0.5213779211044312,0.20313934981822968,0.5209497213363647,0.09924998879432678,0.4541267454624176,0.1762755811214447,0.46699926257133484,0.1675511747598648,0.7236256003379822,0.13616818189620972,0.37691232562065125,0.1786344200372696,0.8721124529838562,0.338830828666687,0.1689092367887497,0.09240638464689255,0.7512676119804382,0.5793463587760925,0.05721086263656616,0.07071001827716827,0.8322709798812866,0.7288504838943481,0.3859293758869171,0.619040846824646,0.6907926201820374,0.6588454842567444,0.20423899590969086,0.7751898169517517,0.7533628344535828,0.7510213851928711,0.2972673177719116,0.9868634939193726,0.7902010679244995,0.8117910623550415,0.9359702467918396,0.6937425136566162,0.6316080093383789,0.015889981761574745,0.5941751003265381,0.9835602045059204,0.7326923608779907,0.43999963998794556,0.0,0.42765912413597107,0.6747103929519653,0.46256023645401,0.543075680732727,1.0
